Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 108854 facts in 0.32 s using -9 MB
Using HeadCoverage as pruning metric with minimum threshold 0.5
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.5
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?e  1215  ?a  ?e  1235  ?b   => ?a  1235  ?b	0.611510791	1	1	85	85	85	?a	0.0	0.0	0.0
?a  1237  ?e  ?e  1266  ?b   => ?a  1237  ?b	0.65920398	1	1	265	265	265	?b	0.0	0.0	0.0
?e  1235  ?b  ?e  1266  ?a   => ?a  1235  ?b	0.575539568	1	1	80	80	80	?a	0.0	0.0	0.0
?a  1105  ?b  ?b  494  ?a   => ?a  456  ?b	0.738461538	0.868778281	0.932038835	192	221	206	?b	0.0	0.0	0.0
?a  1105  ?b  ?b  1281  ?a   => ?a  456  ?b	0.688461538	0.764957265	0.908629442	179	234	197	?b	0.0	0.0	0.0
?e  1067  ?a  ?e  1266  ?b   => ?a  1237  ?b	0.539800995	0.786231884	0.844357977	217	276	257	?b	0.0	0.0	0.0
?a  1266  ?f  ?f  459  ?b   => ?a  459  ?b	0.581632653	1	1	114	114	114	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  459  ?b   => ?a  459  ?b	0.602040816	1	1	118	118	118	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  459  ?b   => ?a  459  ?b	0.581632653	1	1	114	114	114	?a	0.0	0.0	0.0
?a  1215  ?e  ?e  459  ?b   => ?a  459  ?b	0.602040816	1	1	118	118	118	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1267  ?b   => ?a  1225  ?b	0.573289902	0.803652968	1	176	219	176	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1155  ?b   => ?a  1225  ?b	0.557003257	0.799065421	1	171	214	171	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1225  ?b   => ?a  31  ?b	0.525806452	0.787439614	1	163	207	163	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1225  ?b   => ?a  1225  ?b	0.543973941	0.799043062	1	167	209	167	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  31  ?b   => ?a  1225  ?b	0.557003257	0.795348837	1	171	215	171	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1155  ?b   => ?a  1225  ?b	0.566775244	0.801843318	1	174	217	174	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1267  ?b   => ?a  1225  ?b	0.573289902	0.803652968	1	176	219	176	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1225  ?b   => ?a  1225  ?b	0.557003257	0.826086957	1	171	207	171	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  31  ?b   => ?a  1225  ?b	0.566775244	0.805555556	1	174	216	174	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1221  ?b   => ?a  1225  ?b	0.566775244	0.798165138	1	174	218	174	?a	0.0	0.0	0.0
?a  1266  ?f  ?f  448  ?b   => ?a  448  ?b	0.717647059	1	1	244	244	244	?a	0.0	0.0	0.0
?a  1266  ?f  ?f  1309  ?b   => ?a  448  ?b	0.526470588	0.736625514	1	179	243	179	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  448  ?b   => ?a  448  ?b	0.726470588	1	1	247	247	247	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  1309  ?b   => ?a  448  ?b	0.520588235	0.746835443	1	177	237	177	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1221  ?b   => ?a  1225  ?b	0.566775244	0.794520548	1	174	219	174	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  1309  ?b   => ?a  448  ?b	0.526470588	0.736625514	1	179	243	179	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  448  ?b   => ?a  448  ?b	0.717647059	1	1	244	244	244	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  448  ?b   => ?a  448  ?b	0.726470588	1	1	247	247	247	?a	0.0	0.0	0.0
?b  1215  ?f  ?a  1266  ?f   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1215  ?a  ?b  1215  ?f   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?f  1266  ?a  ?b  1266  ?f   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1215  ?f   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1266  ?f   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?a  1266  ?f  ?b  1266  ?f   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?b  1215  ?f  ?f  1266  ?a   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1215  ?b  ?a  1215  ?f   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?f  1215  ?b  ?a  1266  ?f   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  1266  ?b   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1266  ?b  ?a  1266  ?f   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  1215  ?b   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?e  1215  ?b  ?e  1266  ?a   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  1266  ?b   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  1266  ?b   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?b  1215  ?f  ?f  1235  ?a   => ?a  1202  ?b	0.503703704	0.8	0.985507246	68	85	69	?b	0.0	0.0	0.0
?f  1235  ?a  ?b  1266  ?f   => ?a  1202  ?b	0.503703704	0.85	1	68	80	68	?b	0.0	0.0	0.0
?a  1202  ?f  ?b  1215  ?f   => ?a  1202  ?b	0.607407407	1	1	82	82	82	?b	0.0	0.0	0.0
?a  1202  ?f  ?b  1266  ?f   => ?a  1202  ?b	0.6	1	1	81	81	81	?b	0.0	0.0	0.0
?a  1202  ?e  ?e  1215  ?b   => ?a  1202  ?b	0.607407407	1	1	82	82	82	?b	0.0	0.0	0.0
?e  1215  ?b  ?e  1235  ?a   => ?a  1202  ?b	0.503703704	0.8	0.985507246	68	85	69	?b	0.0	0.0	0.0
?e  1235  ?a  ?e  1266  ?b   => ?a  1202  ?b	0.503703704	0.85	1	68	80	68	?b	0.0	0.0	0.0
?a  1202  ?e  ?e  1266  ?b   => ?a  1202  ?b	0.6	1	1	81	81	81	?b	0.0	0.0	0.0
?a  1205  ?f  ?b  1215  ?f   => ?a  1205  ?b	0.706270627	1	1	214	214	214	?b	0.0	0.0	0.0
?f  1181  ?a  ?b  1266  ?f   => ?a  1205  ?b	0.564356436	0.81042654	0.9	171	211	190	?b	0.0	0.0	0.0
?f  1181  ?a  ?b  1215  ?f   => ?a  1205  ?b	0.567656766	0.803738318	0.895833333	172	214	192	?b	0.0	0.0	0.0
?a  1205  ?f  ?b  1266  ?f   => ?a  1205  ?b	0.683168317	1	1	207	207	207	?b	0.0	0.0	0.0
?e  1181  ?a  ?e  1215  ?b   => ?a  1205  ?b	0.567656766	0.803738318	0.895833333	172	214	192	?b	0.0	0.0	0.0
?e  1181  ?a  ?e  1266  ?b   => ?a  1205  ?b	0.564356436	0.81042654	0.9	171	211	190	?b	0.0	0.0	0.0
?a  1205  ?e  ?e  1215  ?b   => ?a  1205  ?b	0.706270627	1	1	214	214	214	?b	0.0	0.0	0.0
?a  1205  ?e  ?e  1266  ?b   => ?a  1205  ?b	0.683168317	1	1	207	207	207	?b	0.0	0.0	0.0
?e  1215  ?a  ?e  1309  ?b   => ?a  448  ?b	0.520588235	0.746835443	1	177	237	177	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1221  ?b   => ?a  1221  ?b	0.54368932	0.770642202	1	168	218	168	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  31  ?b   => ?a  1221  ?b	0.537216828	0.772093023	1	166	215	166	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1267  ?b   => ?a  1221  ?b	0.563106796	0.794520548	1	174	219	174	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1155  ?b   => ?a  1221  ?b	0.537216828	0.775700935	1	166	214	166	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1225  ?b   => ?a  1221  ?b	0.530744337	0.784688995	1	164	209	164	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1155  ?b   => ?a  1221  ?b	0.55987055	0.797235023	1	173	217	173	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1267  ?b   => ?a  1221  ?b	0.57605178	0.812785388	1	178	219	178	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  31  ?b   => ?a  1221  ?b	0.556634304	0.796296296	1	172	216	172	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1221  ?b   => ?a  1221  ?b	0.550161812	0.776255708	1	170	219	170	?a	0.0	0.0	0.0
?a  1211  ?f  ?b  1266  ?f   => ?a  1211  ?b	0.622222222	1	1	112	112	112	?b	0.0	0.0	0.0
?a  1211  ?f  ?b  1215  ?f   => ?a  1211  ?b	0.688888889	1	1	124	124	124	?b	0.0	0.0	0.0
?a  1211  ?f  ?f  1215  ?b   => ?a  1211  ?b	0.688888889	1	1	124	124	124	?b	0.0	0.0	0.0
?a  1211  ?f  ?f  1266  ?b   => ?a  1211  ?b	0.622222222	1	1	112	112	112	?b	0.0	0.0	0.0
?e  1088  ?a  ?e  1225  ?b   => ?a  1221  ?b	0.533980583	0.797101449	1	165	207	165	?a	0.0	0.0	0.0
Mining done in 3.72 s
Total time 4.05 s
506 rules mined.
