Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 170672 facts in 0.62 s using -75 MB
Using HeadCoverage as pruning metric with minimum threshold 0.5
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.5
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  1054  ?e  ?e  1290  ?a   => ?a  1258  ?b	0.568627451	0.805555556	0.950819672	58	72	61	?a	0.0	0.0	0.0
?b  1054  ?e  ?e  1285  ?a   => ?a  1258  ?b	0.539215686	0.820895522	0.964912281	55	67	57	?a	0.0	0.0	0.0
?e  1258  ?b  ?e  1285  ?a   => ?a  1258  ?b	0.715686275	1	1	73	73	73	?a	0.0	0.0	0.0
?f  1271  ?b  ?a  1290  ?f   => ?a  1271  ?b	0.690366972	1	1	301	301	301	?a	0.0	0.0	0.0
?f  1271  ?a  ?b  1285  ?f   => ?a  479  ?b	0.555555556	0.84717608	0.94795539	255	301	269	?b	0.0	0.0	0.0
?b  1285  ?f  ?a  479  ?f   => ?a  479  ?b	0.692810458	1	1	318	318	318	?b	0.0	0.0	0.0
?f  1271  ?a  ?b  1290  ?f   => ?a  479  ?b	0.555555556	0.84717608	0.951492537	255	301	268	?b	0.0	0.0	0.0
?b  1290  ?f  ?a  479  ?f   => ?a  479  ?b	0.697167756	1	1	320	320	320	?b	0.0	0.0	0.0
?e  1271  ?a  ?e  1290  ?b   => ?a  479  ?b	0.555555556	0.84717608	0.951492537	255	301	268	?b	0.0	0.0	0.0
?e  1290  ?b  ?a  479  ?e   => ?a  479  ?b	0.697167756	1	1	320	320	320	?b	0.0	0.0	0.0
?e  1271  ?a  ?e  1285  ?b   => ?a  479  ?b	0.555555556	0.84717608	0.94795539	255	301	269	?b	0.0	0.0	0.0
?e  1285  ?b  ?a  479  ?e   => ?a  479  ?b	0.692810458	1	1	318	318	318	?b	0.0	0.0	0.0
?b  1078  ?f  ?f  474  ?a   => ?a  1246  ?b	0.665137615	0.757180157	0.759162304	290	383	382	?a	0.0	0.0	0.0
?a  1078  ?f  ?b  1078  ?f   => ?a  1246  ?b	0.646788991	0.75	0.752	282	376	375	?a	0.0	0.0	0.0
?a  1078  ?f  ?f  474  ?b   => ?a  1246  ?b	0.660550459	0.751958225	0.753926702	288	383	382	?a	0.0	0.0	0.0
?e  474  ?a  ?e  474  ?b   => ?a  1246  ?b	0.669724771	0.750642674	0.75257732	292	389	388	?a	0.0	0.0	0.0
?a  1276  ?b  ?b  969  ?a   => ?a  1239  ?b	0.598039216	0.824324324	0.910447761	61	74	67	?a	0.0	0.0	0.0
?b  1124  ?f  ?f  1290  ?a   => ?a  1245  ?b	0.531354983	0.796809404	0.916023166	949	1191	1036	?b	0.0	0.0	0.0
?b  1124  ?f  ?a  1290  ?f   => ?a  1245  ?b	0.531354983	0.796809404	0.916023166	949	1191	1036	?b	0.0	0.0	0.0
?f  1245  ?b  ?a  1290  ?f   => ?a  1245  ?b	0.66181411	1	1	1182	1182	1182	?b	0.0	0.0	0.0
?f  1245  ?b  ?a  1285  ?f   => ?a  1245  ?b	0.603583427	1	1	1078	1078	1078	?b	0.0	0.0	0.0
?e  1245  ?b  ?e  1290  ?a   => ?a  1245  ?b	0.66181411	1	1	1182	1182	1182	?b	0.0	0.0	0.0
?e  1245  ?b  ?e  1285  ?a   => ?a  1245  ?b	0.603583427	1	1	1078	1078	1078	?b	0.0	0.0	0.0
?b  1179  ?a  ?a  1209  ?b   => ?a  441  ?b	0.602708804	0.842271293	0.908163265	267	317	294	?b	0.0	0.0	0.0
?a  1209  ?b  ?b  1323  ?a   => ?a  441  ?b	0.586907449	0.838709677	0.912280702	260	310	285	?b	0.0	0.0	0.0
?a  1214  ?b  ?b  1323  ?a   => ?a  441  ?b	0.571106095	0.832236842	0.897163121	253	304	282	?b	0.0	0.0	0.0
?b  1323  ?a  ?b  512  ?a   => ?a  441  ?b	0.564334086	0.830564784	0.896057348	250	301	279	?b	0.0	0.0	0.0
?b  1200  ?a  ?a  1209  ?b   => ?a  441  ?b	0.571106095	0.834983498	0.900355872	253	303	281	?b	0.0	0.0	0.0
?b  1200  ?a  ?a  1214  ?b   => ?a  441  ?b	0.564334086	0.825082508	0.892857143	250	303	280	?b	0.0	0.0	0.0
?b  1200  ?a  ?a  598  ?b   => ?a  441  ?b	0.559819413	0.821192053	0.888888889	248	302	279	?b	0.0	0.0	0.0
?b  512  ?a  ?a  598  ?b   => ?a  441  ?b	0.571106095	0.829508197	0.89084507	253	305	284	?b	0.0	0.0	0.0
?a  1219  ?f  ?b  1290  ?f   => ?a  1219  ?b	0.738660907	1	1	342	342	342	?b	0.0	0.0	0.0
?a  1219  ?f  ?b  1285  ?f   => ?a  1219  ?b	0.738660907	1	1	342	342	342	?b	0.0	0.0	0.0
?a  1219  ?e  ?e  1290  ?b   => ?a  1219  ?b	0.738660907	1	1	342	342	342	?b	0.0	0.0	0.0
?a  1219  ?e  ?e  1285  ?b   => ?a  1219  ?b	0.738660907	1	1	342	342	342	?b	0.0	0.0	0.0
?b  1179  ?a  ?a  598  ?b   => ?a  1214  ?b	0.711590296	0.848874598	0.888888889	264	311	297	?b	0.0	0.0	0.0
?b  1179  ?a  ?a  1209  ?b   => ?a  1214  ?b	0.708894879	0.829652997	0.879598662	263	317	299	?b	0.0	0.0	0.0
?b  1179  ?a  ?b  512  ?a   => ?a  1214  ?b	0.703504043	0.833865815	0.878787879	261	313	297	?b	0.0	0.0	0.0
?b  512  ?a  ?a  598  ?b   => ?a  1214  ?b	0.700808625	0.852459016	0.887372014	260	305	293	?b	0.0	0.0	0.0
?a  1209  ?b  ?b  512  ?a   => ?a  1214  ?b	0.684636119	0.838283828	0.885017422	254	303	287	?b	0.0	0.0	0.0
?b  1200  ?a  ?b  512  ?a   => ?a  1214  ?b	0.692722372	0.839869281	0.880136986	257	306	292	?b	0.0	0.0	0.0
?b  1200  ?a  ?a  1209  ?b   => ?a  1214  ?b	0.679245283	0.831683168	0.87804878	252	303	287	?b	0.0	0.0	0.0
?f  1216  ?a  ?b  1216  ?f   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
?a  1216  ?f  ?b  1216  ?f   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
?f  1216  ?b  ?a  1216  ?f   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
?e  1216  ?a  ?e  1216  ?b   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
?b  1179  ?a  ?a  441  ?b   => ?a  1209  ?b	0.725543478	0.69895288	0.887043189	267	382	301	?b	0.0	0.0	0.0
?b  1179  ?a  ?a  1214  ?b   => ?a  1209  ?b	0.714673913	0.834920635	0.879598662	263	315	299	?b	0.0	0.0	0.0
?b  1179  ?a  ?b  1323  ?a   => ?a  1209  ?b	0.733695652	0.846394984	0.885245902	270	319	305	?b	0.0	0.0	0.0
?b  1323  ?a  ?a  441  ?b   => ?a  1209  ?b	0.706521739	0.852459016	0.896551724	260	305	290	?b	0.0	0.0	0.0
?b  1323  ?a  ?a  598  ?b   => ?a  1209  ?b	0.6875	0.843333333	0.881533101	253	300	287	?b	0.0	0.0	0.0
?a  1214  ?b  ?b  1323  ?a   => ?a  1209  ?b	0.695652174	0.842105263	0.885813149	256	304	289	?b	0.0	0.0	0.0
?a  1214  ?b  ?a  441  ?b   => ?a  1209  ?b	0.692934783	0.836065574	0.879310345	255	305	290	?b	0.0	0.0	0.0
?b  512  ?a  ?a  598  ?b   => ?a  1209  ?b	0.682065217	0.82295082	0.862542955	251	305	291	?b	0.0	0.0	0.0
?b  1239  ?a  ?a  1250  ?b   => ?a  969  ?b	0.571428571	0.895522388	0.967741935	60	67	62	?b	0.0	0.0	0.0
?f  1184  ?a  ?b  1285  ?f   => ?a  1230  ?b	0.53026428	0.808842653	0.833780161	622	769	746	?b	0.0	0.0	0.0
?a  1230  ?f  ?b  1285  ?f   => ?a  1230  ?b	0.680306905	1	1	798	798	798	?b	0.0	0.0	0.0
?f  1184  ?a  ?b  1290  ?f   => ?a  1230  ?b	0.566922421	0.812958435	0.834378921	665	818	797	?b	0.0	0.0	0.0
?a  1230  ?f  ?b  1290  ?f   => ?a  1230  ?b	0.730605286	1	1	857	857	857	?b	0.0	0.0	0.0
?e  1184  ?a  ?e  1285  ?b   => ?a  1230  ?b	0.53026428	0.808842653	0.833780161	622	769	746	?b	0.0	0.0	0.0
?a  1230  ?e  ?e  1285  ?b   => ?a  1230  ?b	0.680306905	1	1	798	798	798	?b	0.0	0.0	0.0
?b  1214  ?a  ?a  512  ?b   => ?a  1200  ?b	0.70027248	0.83171521	0.877133106	257	309	293	?a	0.0	0.0	0.0
?b  1214  ?a  ?b  598  ?a   => ?a  1200  ?b	0.692098093	0.819354839	0.875862069	254	310	290	?a	0.0	0.0	0.0
?b  1214  ?a  ?b  441  ?a   => ?a  1200  ?b	0.68119891	0.819672131	0.871080139	250	305	287	?a	0.0	0.0	0.0
?a  1179  ?b  ?b  441  ?a   => ?a  1200  ?b	0.716621253	0.688481675	0.882550336	263	382	298	?a	0.0	0.0	0.0
?b  441  ?a  ?b  598  ?a   => ?a  1200  ?b	0.675749319	0.826666667	0.876325088	248	300	283	?a	0.0	0.0	0.0
?a  1179  ?b  ?b  598  ?a   => ?a  1200  ?b	0.705722071	0.832797428	0.877966102	259	311	295	?a	0.0	0.0	0.0
?a  512  ?b  ?b  598  ?a   => ?a  1200  ?b	0.692098093	0.832786885	0.875862069	254	305	290	?a	0.0	0.0	0.0
?a  1179  ?b  ?a  512  ?b   => ?a  1200  ?b	0.711171662	0.833865815	0.878787879	261	313	297	?a	0.0	0.0	0.0
?a  1230  ?e  ?e  1290  ?b   => ?a  1230  ?b	0.730605286	1	1	857	857	857	?b	0.0	0.0	0.0
?e  1184  ?a  ?e  1290  ?b   => ?a  1230  ?b	0.566922421	0.812958435	0.834378921	665	818	797	?b	0.0	0.0	0.0
Mining done in 3.73 s
Total time 4.35 s
501 rules mined.
